"AHGBS-5.1","AHGBS-5","lehtola_hgbs/AHGBS-5.1.element.json"
"AHGBS-7.1","AHGBS-7","lehtola_hgbs/AHGBS-7.1.element.json"
"AHGBS-9.1","AHGBS-9","lehtola_hgbs/AHGBS-9.1.element.json"
"AHGBSP1-5.1","AHGBSP1-5","lehtola_hgbs/AHGBSP1-5.1.element.json"
"AHGBSP1-7.1","AHGBSP1-7","lehtola_hgbs/AHGBSP1-7.1.element.json"
"AHGBSP1-9.1","AHGBSP1-9","lehtola_hgbs/AHGBSP1-9.1.element.json"
"AHGBSP2-5.1","AHGBSP2-5","lehtola_hgbs/AHGBSP2-5.1.element.json"
"AHGBSP2-7.1","AHGBSP2-7","lehtola_hgbs/AHGBSP2-7.1.element.json"
"AHGBSP2-9.1","AHGBSP2-9","lehtola_hgbs/AHGBSP2-9.1.element.json"
"AHGBSP3-5.1","AHGBSP3-5","lehtola_hgbs/AHGBSP3-5.1.element.json"
"AHGBSP3-7.1","AHGBSP3-7","lehtola_hgbs/AHGBSP3-7.1.element.json"
"AHGBSP3-9.1","AHGBSP3-9","lehtola_hgbs/AHGBSP3-9.1.element.json"
"HGBS-5.1","HGBS-5","lehtola_hgbs/HGBS-5.1.element.json"
"HGBS-7.1","HGBS-7","lehtola_hgbs/HGBS-7.1.element.json"
"HGBS-9.1","HGBS-9","lehtola_hgbs/HGBS-9.1.element.json"
"HGBSP1-5.1","HGBSP1-5","lehtola_hgbs/HGBSP1-5.1.element.json"
"HGBSP1-7.1","HGBSP1-7","lehtola_hgbs/HGBSP1-7.1.element.json"
"HGBSP1-9.1","HGBSP1-9","lehtola_hgbs/HGBSP1-9.1.element.json"
"HGBSP2-5.1","HGBSP2-5","lehtola_hgbs/HGBSP2-5.1.element.json"
"HGBSP2-7.1","HGBSP2-7","lehtola_hgbs/HGBSP2-7.1.element.json"
"HGBSP2-9.1","HGBSP2-9","lehtola_hgbs/HGBSP2-9.1.element.json"
"HGBSP3-5.1","HGBSP3-5","lehtola_hgbs/HGBSP3-5.1.element.json"
"HGBSP3-7.1","HGBSP3-7","lehtola_hgbs/HGBSP3-7.1.element.json"
"HGBSP3-9.1","HGBSP3-9","lehtola_hgbs/HGBSP3-9.1.element.json"
