"Menu"
"aug-cc-pwcvdz-pp"
"aug-cc-pwcvdz-pp-optri"
"aug-cc-pwcvdz-pp-rifit"
"aug-cc-pwcvdz-rifit"
"aug-cc-pwcvdz-x2c"
"aug-cc-pwcvqz"
"aug-cc-pwcvqz-dk"
"aug-cc-pwcvqz-dk3"
"aug-cc-pwcvqz-pp"
"aug-cc-pwcvqz-pp-optri"
"aug-cc-pwcvqz-pp-rifit"
"aug-cc-pwcvqz-rifit"
"aug-cc-pwcvqz-x2c"
"aug-cc-pwcvtz"
"aug-cc-pwcvtz-dk"
"aug-cc-pwcvtz-dk3"
"aug-cc-pwcvtz-pp"
"aug-cc-pwcvtz-pp-optri"
"aug-cc-pwcvtz-pp-rifit"
"aug-cc-pwcvtz-rifit"
"aug-cc-pwcvtz-x2c"
"aug-ccx-5z"
"aug-ccx-dz"
"aug-ccx-qz"
"aug-ccx-tz"
"aug-mcc-pv5z"
"aug-mcc-pv6z"
"aug-mcc-pv7z"
"aug-mcc-pv8z"
"aug-mcc-pvqz"
"aug-mcc-pvtz"
"aug-pc-0"
"aug-pc-1"
"aug-pc-2"
"aug-pc-3"
"aug-pc-4"
"aug-pch-1"
"aug-pch-2"
"aug-pch-3"
"aug-pch-4"
"aug-pcj-0"
"aug-pcj-0_2006"
"aug-pcj-1"
"aug-pcj-1_2006"
"aug-pcj-2"
"aug-pcj-2_2006"
"aug-pcj-3"
"aug-pcj-3_2006"
"aug-pcj-4"
"aug-pcj-4_2006"
"aug-pcs-0"
"aug-pcs-1"
"aug-pcs-2"
"aug-pcs-3"
"aug-pcs-4"
"aug-pcseg-0"
"aug-pcseg-1"
"aug-pcseg-2"
"aug-pcseg-3"
"aug-pcseg-4"
"aug-pcsseg-0"
"aug-pcsseg-1"
"aug-pcsseg-2"
"aug-pcsseg-3"
"aug-pcsseg-4"
"aug-pcx-1"
"aug-pcx-2"
"aug-pcx-3"
"aug-pcx-4"
"aug-pv7z"
"aug-seg-cc-pv5z-pp"
"aug-seg-cc-pvdz-pp"
"aug-seg-cc-pvqz-pp"
"aug-seg-cc-pvtz-pp"
"aug-seg-cc-pwcv5z-pp"
"aug-seg-cc-pwcvdz-pp"
"aug-seg-cc-pwcvqz-pp"
"aug-seg-cc-pwcvtz-pp"
"binning 641"
"binning 641(d)"
"binning 641(df)"
"binning 641+"
"binning 641+(d)"
"binning 641+(df)"
"binning 962"
"binning 962(d)"
"binning 962(df)"
"binning 962+"
"binning 962+(d)"
"binning 962+(df)"
"cadpac-tz2p"
"cc-pcv5z"
"cc-pcvdz"
"cc-pcvdz-dk"
"cc-pcvdz-f12"
"cc-pcvdz-f12-optri"
"cc-pcvdz-f12-rifit"
"cc-pcvqz"
"cc-pcvqz-dk"
"cc-pcvqz-f12"
"cc-pcvqz-f12-optri"
"cc-pcvqz-f12-rifit"
"cc-pcvtz"
"cc-pcvtz-dk"
"cc-pcvtz-f12"
"cc-pcvtz-f12-optri"
"cc-pcvtz-f12-rifit"
"cc-pv(5+d)z"
"cc-pv(d+d)z"
"cc-pv(q+d)z"
"cc-pv(t+d)z"
"cc-pv5z"
"cc-pv5z(fi_sl_sf_sl_fw)"
"cc-pv5z(fi_sl_sf_sl_lc)"
"cc-pv5z(fi_sl_sf_sl_sc)"
"cc-pv5z(pt_sl_sf_sl_fw)"
"cc-pv5z(pt_sl_sf_sl_lc)"
"cc-pv5z(pt_sl_sf_sl_sc)"
"cc-pv5z-dk"
"cc-pv5z-f12"
"cc-pv5z-f12(rev2)"
"cc-pv5z-jkfit"
"cc-pv5z-pp"
"cc-pv5z-pp-rifit"
"cc-pv5z-rifit"
"cc-pv6z"
"cc-pv6z-rifit"
"cc-pv8z"
"cc-pv9z"
"cc-pvdz"
"cc-pvdz(fi_sl_sf_sl_fw)"
"cc-pvdz(fi_sl_sf_sl_lc)"
"cc-pvdz(fi_sl_sf_sl_sc)"
"cc-pvdz(pt_sl_sf_sl_fw)"
"cc-pvdz(pt_sl_sf_sl_lc)"
"cc-pvdz(pt_sl_sf_sl_sc)"
"cc-pvdz(seg-opt)"
"cc-pvdz-dk"
"cc-pvdz-dk3"
"cc-pvdz-f12"
"cc-pvdz-f12(rev2)"
"cc-pvdz-f12-optri"
"cc-pvdz-f12-optri+"
"cc-pvdz-pp"
"cc-pvdz-pp-rifit"
"cc-pvdz-rifit"
"cc-pvdz-x2c"
"cc-pvqz"
"cc-pvqz(fi_sl_sf_sl_fw)"
"cc-pvqz(fi_sl_sf_sl_lc)"
"cc-pvqz(fi_sl_sf_sl_sc)"
"cc-pvqz(pt_sl_sf_sl_fw)"
"cc-pvqz(pt_sl_sf_sl_lc)"
"cc-pvqz(pt_sl_sf_sl_sc)"
"cc-pvqz(seg-opt)"
"cc-pvqz-dk"
"cc-pvqz-dk3"
"cc-pvqz-f12"
"cc-pvqz-f12(rev2)"
"cc-pvqz-f12-optri"
"cc-pvqz-f12-optri+"
"cc-pvqz-jkfit"
"cc-pvqz-pp"
"cc-pvqz-pp-rifit"
"cc-pvqz-rifit"
"cc-pvqz-x2c"
"cc-pvtz"
"cc-pvtz(fi_sl_sf_sl_fw)"
"cc-pvtz(fi_sl_sf_sl_lc)"
"cc-pvtz(fi_sl_sf_sl_sc)"
"cc-pvtz(pt_sl_sf_sl_fw)"
"cc-pvtz(pt_sl_sf_sl_lc)"
"cc-pvtz(pt_sl_sf_sl_sc)"
"cc-pvtz(seg-opt)"
"cc-pvtz-dk"
"cc-pvtz-dk3"
"cc-pvtz-f12"
"cc-pvtz-f12(rev2)"
"cc-pvtz-f12-optri"
"cc-pvtz-f12-optri+"
"cc-pvtz-jkfit"
"cc-pvtz-pp"
"cc-pvtz-pp-rifit"
"cc-pvtz-rifit"
"cc-pvtz-x2c"
"cc-pwcv5z"
"cc-pwcv5z-dk"
"cc-pwcv5z-pp"
"cc-pwcv5z-pp-rifit"
"cc-pwcv5z-rifit"
"cc-pwcvdz"
"cc-pwcvdz-dk3"
"cc-pwcvdz-pp"
"cc-pwcvdz-pp-rifit"
"cc-pwcvdz-rifit"
"cc-pwcvdz-x2c"
"cc-pwcvqz"
"cc-pwcvqz-dk"
"cc-pwcvqz-dk3"
"cc-pwcvqz-pp"
"cc-pwcvqz-pp-rifit"
"cc-pwcvqz-rifit"
"cc-pwcvqz-x2c"
"cc-pwcvtz"
"cc-pwcvtz-dk"
"cc-pwcvtz-dk3"
"cc-pwcvtz-pp"
"cc-pwcvtz-pp-rifit"
"cc-pwcvtz-rifit"
"cc-pwcvtz-x2c"
"ccemd-2"
"ccemd-3"
"ccj-pv5z"
"ccj-pvdz"
"ccj-pvqz"
"ccj-pvtz"
"ccx-5z"
"ccx-dz"
"ccx-qz"
"ccx-tz"
"coemd-2"
"coemd-3"
"coemd-4"
"coemd-ref"
"cologne dkh2"
"crenbl"
"crenbl ecp"
"crenbs"
"crenbs ecp"
"d-aug-cc-pv5z"
"d-aug-cc-pv6z"
"d-aug-cc-pvdz"
"d-aug-cc-pvqz"
"d-aug-cc-pvtz"
"def2-ecp"
"def2-mtzvp"
"def2-mtzvpp"
"def2-mtzvpp-rij"
"def2-qzvp"
"def2-qzvp-rifit"
"def2-qzvpd"
"def2-qzvpp"
"def2-qzvpp-rifit"
"def2-qzvppd"
"def2-qzvppd-rifit"
"def2-sv(p)"
"def2-sv(p)-jkfit"
"def2-sv(p)-rifit"
"def2-svp"
"def2-svp-rifit"
"def2-svpd"
"def2-svpd-rifit"
"def2-tzvp"
"def2-tzvp-rifit"
"def2-tzvpd"
"def2-tzvpd-rifit"
"def2-tzvpp"
"def2-tzvpp-rifit"
"def2-tzvppd"
"def2-tzvppd-rifit"
"def2-universal-jfit"
"def2-universal-jkfit"
"demon2k-dzvp-gga"
"dfo+-nrlmol"
"dfo-1"
"dfo-1-bhs"
"dfo-2"
"dfo-nrlmol"
"dgauss-a1-dftjfit"
"dgauss-a1-dftxfit"
"dgauss-a2-dftjfit"
"dgauss-a2-dftxfit"
"dgauss-dzvp"
"dgauss-dzvp2"
"dgauss-tzvp"
"dhf-ecp"
"dhf-qzvp"
"dhf-qzvpp"
"dhf-sv(p)"
"dhf-svp"
"dhf-tzvp"
"dhf-tzvpp"
"dz (dunning-hay)"
"dz + double rydberg (dunning-hay)"
"dz + rydberg (dunning-hay)"
"dzp (dunning-hay)"
"dzp + diffuse (dunning-hay)"
"dzp + rydberg (dunning-hay)"
"epc-8s8p8d"
"fano-5z"
"fano-6z"
"fano-dz"
"fano-qz"
"fano-tz"
"hgbs-5"
"hgbs-7"
"hgbs-9"
"hgbsp1-5"
"hgbsp1-7"
"hgbsp1-9"
"hgbsp2-5"
"hgbsp2-7"
"hgbsp2-9"
"hgbsp3-5"
"hgbsp3-7"
"hgbsp3-9"
"iglo-ii"
"iglo-iii"
"jgauss-dzp"
"jgauss-qz2p"
"jgauss-qzp"
"jgauss-tzp1"
"jgauss-tzp2"
"jorge-5zp"
"jorge-5zp-dkh"
"jorge-6zp"
"jorge-6zp-dkh"
"jorge-a5zp"
"jorge-adzp"
"jorge-aqzp"
"jorge-atzp"
"jorge-dzp"
"jorge-dzp-dkh"
"jorge-qzp"
"jorge-qzp-dkh"
"jorge-tzp"
"jorge-tzp-dkh"
"jul-cc-pv(d+d)z"
"jul-cc-pv(q+d)z"
"jul-cc-pv(t+d)z"
"jun-cc-pv(d+d)z"
"jun-cc-pv(q+d)z"
"jun-cc-pv(t+d)z"
"koga unpolarized"
"lanl08"
"lanl08(d)"
"lanl08(f)"
"lanl08+"
"lanl2dz"
"lanl2dz ecp"
"lanl2dzdp"
"lanl2tz"
"lanl2tz(f)"
"lanl2tz+"
"m6-31g"
"m6-31g_st_"
"maug-cc-pv(d+d)z"
"maug-cc-pv(q+d)z"
"maug-cc-pv(t+d)z"
"may-cc-pv(q+d)z"
"may-cc-pv(t+d)z"
"midi"
"midi!"
"midix"
"mini"
"modified-lanl2dz"
"nasa ames ano"
"nasa ames ano2"
"nasa ames cc-pcv5z"
"nasa ames cc-pcvqz"
"nasa ames cc-pcvtz"
"nasa ames cc-pv5z"
"nasa ames cc-pvqz"
"nasa ames cc-pvtz"
"nlo-v"
"nmr-dkh (tz2p)"
"orp"
"partridge uncontracted 1"
"partridge uncontracted 2"
"partridge uncontracted 3"
"partridge uncontracted 4"
"pb4-d"
"pb4-f1"
"pb4-f2"
"pb5-d"
"pb5-f"
"pb5-g"
"pb6-d"
"pb6-f"
"pb6-g"
"pb6-h"
"pc-0"
"pc-1"
"pc-2"
"pc-3"
"pc-4"
"pcemd-2"
"pcemd-3"
"pcemd-4"
"pch-1"
"pch-2"
"pch-3"
"pch-4"
"pcj-0"
"pcj-0_2006"
"pcj-1"
"pcj-1_2006"
"pcj-2"
"pcj-2_2006"
"pcj-3"
"pcj-3_2006"
"pcj-4"
"pcj-4_2006"
"pcs-0"
"pcs-1"
"pcs-2"
"pcs-3"
"pcs-4"
"pcseg-0"
"pcseg-1"
"pcseg-2"
"pcseg-3"
"pcseg-4"
"pcsseg-0"
"pcsseg-1"
"pcsseg-2"
"pcsseg-3"
"pcsseg-4"
"pcx-1"
"pcx-2"
"pcx-3"
"pcx-4"
"pecj-1"
"pecj-2"
"pob-dzvp-rev2"
"pob-tzvp"
"pob-tzvp-rev2"
"psbkjc"
"pt - mdzp"
"pv6z"
"pv7z"
"roos augmented double zeta ano"
"roos augmented triple zeta ano"
"s3-21g"
"s3-21g_st_"
"s6-31g"
"s6-31g_st_"
"sadlej pvtz"
"sadlej+"
"sap_grasp_large"
"sap_grasp_small"
"sap_helfem_large"
"sap_helfem_small"
"sapporo-dkh3-dzp"
"sapporo-dkh3-dzp-2012"
"sapporo-dkh3-dzp-2012-diffuse"
"sapporo-dkh3-dzp-diffuse"
"sapporo-dkh3-qzp"
"sapporo-dkh3-qzp-2012"
"sapporo-dkh3-qzp-2012-diffuse"
"sapporo-dkh3-qzp-diffuse"
"sapporo-dkh3-tzp"
"sapporo-dkh3-tzp-2012"
"sapporo-dkh3-tzp-2012-diffuse"
"sapporo-dkh3-tzp-diffuse"
"sapporo-dzp"
"sapporo-dzp-2012"
"sapporo-dzp-2012-diffuse"
"sapporo-dzp-diffuse"
"sapporo-qzp"
"sapporo-qzp-2012"
"sapporo-qzp-2012-diffuse"
"sapporo-qzp-diffuse"
"sapporo-tzp"
"sapporo-tzp-2012"
"sapporo-tzp-2012-diffuse"
"sapporo-tzp-diffuse"
"sarc-dkh2"
"sarc-zora"
"sarc2-qzv-dkh2"
"sarc2-qzv-dkh2-jkfit"
"sarc2-qzv-zora"
"sarc2-qzv-zora-jkfit"
"sarc2-qzvp-dkh2"
"sarc2-qzvp-dkh2-jkfit"
"sarc2-qzvp-zora"
"sarc2-qzvp-zora-jkfit"
"saug-ano-pv5z"
"saug-ano-pvdz"
"saug-ano-pvqz"
"saug-ano-pvtz"
"sbkjc polarized (p,2d) - lfk"
"sbkjc-ecp"
"sbkjc-vdz"
"sbo4-dz(d)-3g"
"sbo4-dz(d,p)-3g"
"sbo4-sz-3g"
"scaled mini"
"seg-cc-pv5z-pp"
"seg-cc-pvdz-pp"
"seg-cc-pvqz-pp"
"seg-cc-pvtz-pp"
"seg-cc-pwcv5z-pp"
"seg-cc-pwcvdz-pp"
"seg-cc-pwcvqz-pp"
"seg-cc-pwcvtz-pp"
"sigmadz"
"sigmadzhf"
"sigmaqz"
"sigmaszhf"
"sigmatz"
"sigmatzhf"
"sto-2g"
"sto-3g"
"sto-3g_st_"
"sto-4g"
"sto-5g"
"sto-6g"
"stuttgart rlc"
"stuttgart rlc ecp"
"stuttgart rsc 1997"
"stuttgart rsc 1997 ecp"
"stuttgart rsc ano"
"stuttgart rsc segmented + ecp"
"sv (dunning-hay)"
"sv + double rydberg (dunning-hay)"
"sv + rydberg (dunning-hay)"
"svp (dunning-hay)"
"svp + diffuse (dunning-hay)"
"svp + diffuse + rydberg (dunning-hay)"
"svp + rydberg (dunning-hay)"
"tz (dunning-hay)"
"tzp-zora"
"ugbs"
"un-ccemd-ref"
"un-pcemd-ref"
"wachters+f"
"wtbs"
"x2c-jfit"
"x2c-jfit-universal"
"x2c-qzvpall"
"x2c-qzvpall-2c"
"x2c-qzvpall-2c-s"
"x2c-qzvpall-s"
"x2c-qzvppall"
"x2c-qzvppall-2c"
"x2c-qzvppall-2c-s"
"x2c-qzvppall-s"
"x2c-sv(p)all"
"x2c-sv(p)all-2c"
"x2c-sv(p)all-s"
"x2c-svpall"
"x2c-svpall-2c"
"x2c-svpall-s"
"x2c-tzvpall"
"x2c-tzvpall-2c"
"x2c-tzvpall-s"
"x2c-tzvppall"
"x2c-tzvppall-2c"
"x2c-tzvppall-s"
