"6-31G-blaudeau.0","6-31G-blaudeau","blaudeau/6-31G-blaudeau.0.element.json"
"6-31GS-blaudeau.0","6-31GS-blaudeau","blaudeau/6-31GS-blaudeau.0.element.json"
