"PARTRIDGE1.0","PARTRIDGE1","partridge/PARTRIDGE1.0.element.json"
"PARTRIDGE2.0","PARTRIDGE2","partridge/PARTRIDGE2.0.element.json"
"PARTRIDGE3.0","PARTRIDGE3","partridge/PARTRIDGE3.0.element.json"
"PARTRIDGE4.0","PARTRIDGE4","partridge/PARTRIDGE4.0.element.json"
