"binning"
"binning 641"
"binning 641(d)"
"binning 641(df)"
"binning 641+"
"binning 641+(d)"
"binning 641+(df)"
"binning 962"
"binning 962(d)"
"binning 962(df)"
"binning 962+"
"binning 962+(d)"
"binning 962+(df)"
