"cadpac-tz2p.1","cadpac-tz2p","dunning_hay/cadpac-tz2p.1.element.json"
"dunhay_DZ.0","dunhay_DZ","dunning_hay/dunhay_DZ.0.element.json"
"dunhay_DZP.0","dunhay_DZP","dunning_hay/dunhay_DZP.0.element.json"
"dunhay_DZP_diffuse.0","dunhay_DZP_diffuse","dunning_hay/dunhay_DZP_diffuse.0.element.json"
"dunhay_DZP_rydberg.0","dunhay_DZP_rydberg","dunning_hay/dunhay_DZP_rydberg.0.element.json"
"dunhay_DZ_rydberg.0","dunhay_DZ_rydberg","dunning_hay/dunhay_DZ_rydberg.0.element.json"
"dunhay_DZ_rydberg2.0","dunhay_DZ_rydberg2","dunning_hay/dunhay_DZ_rydberg2.0.element.json"
"dunhay_SV.0","dunhay_SV","dunning_hay/dunhay_SV.0.element.json"
"dunhay_SVP.0","dunhay_SVP","dunning_hay/dunhay_SVP.0.element.json"
"dunhay_SVP_diffuse.0","dunhay_SVP_diffuse","dunning_hay/dunhay_SVP_diffuse.0.element.json"
"dunhay_SVP_diffuse_rydberg.0","dunhay_SVP_diffuse_rydberg","dunning_hay/dunhay_SVP_diffuse_rydberg.0.element.json"
"dunhay_SVP_rydberg.0","dunhay_SVP_rydberg","dunning_hay/dunhay_SVP_rydberg.0.element.json"
"dunhay_SV_rydberg.0","dunhay_SV_rydberg","dunning_hay/dunhay_SV_rydberg.0.element.json"
"dunhay_SV_rydberg2.0","dunhay_SV_rydberg2","dunning_hay/dunhay_SV_rydberg2.0.element.json"
"dunhay_TZ.0","dunhay_TZ","dunning_hay/dunhay_TZ.0.element.json"
