"asigmaDZ.1","asigmaDZ","sigmaNZ/asigmaDZ.1.element.json"
"asigmaQZ.1","asigmaQZ","sigmaNZ/asigmaQZ.1.element.json"
"asigmaTZ.1","asigmaTZ","sigmaNZ/asigmaTZ.1.element.json"
"sigmaDZ.1","sigmaDZ","sigmaNZ/sigmaDZ.1.element.json"
"sigmaDZHF.1","sigmaDZHF","sigmaNZ/sigmaDZHF.1.element.json"
"sigmaQZ.1","sigmaQZ","sigmaNZ/sigmaQZ.1.element.json"
"sigmaSZHF.1","sigmaSZHF","sigmaNZ/sigmaSZHF.1.element.json"
"sigmaTZ.1","sigmaTZ","sigmaNZ/sigmaTZ.1.element.json"
"sigmaTZHF.1","sigmaTZHF","sigmaNZ/sigmaTZHF.1.element.json"
