"CRENBL","crenb/CRENBL.0.element.json"
"CRENBL-ECP","crenb/CRENBL-ECP.0.element.json"
"CRENBS","crenb/CRENBS.0.element.json"
"CRENBS-ECP","crenb/CRENBS-ECP.0.element.json"
